,doc,obs,pred
0,492830newsML.txt,BradDorfman,AlanCrosby
1,494048newsML.txt,BradDorfman,AlanCrosby
2,497821newsML.txt,BradDorfman,GrahamEarnshaw
3,498878newsML.txt,BradDorfman,FumikoFujisaki
4,499850newsML.txt,BradDorfman,KevinDrawbaugh
5,502697newsML.txt,BradDorfman,BradDorfman
6,509785newsML.txt,BradDorfman,AaronPressman
7,510133newsML.txt,BradDorfman,AaronPressman
8,510134newsML.txt,BradDorfman,BradDorfman
9,532261newsML.txt,BradDorfman,FumikoFujisaki
10,541677newsML.txt,BradDorfman,BradDorfman
11,541918newsML.txt,BradDorfman,JaneMacartney
12,543949newsML.txt,BradDorfman,DavidLawder
13,544122newsML.txt,BradDorfman,JoWinterbottom
14,556131newsML.txt,BradDorfman,BradDorfman
15,559756newsML.txt,BradDorfman,DarrenSchuettler
16,392045newsML.txt,DarrenSchuettler,FumikoFujisaki
17,394766newsML.txt,DarrenSchuettler,EricAuchard
18,409728newsML.txt,DarrenSchuettler,GrahamEarnshaw
19,426024newsML.txt,DarrenSchuettler,AlexanderSmith
20,431621newsML.txt,DarrenSchuettler,MatthewBunce
21,432674newsML.txt,DarrenSchuettler,DarrenSchuettler
22,43376newsML.txt,DarrenSchuettler,GrahamEarnshaw
23,435085newsML.txt,DarrenSchuettler,AaronPressman
24,438913newsML.txt,DarrenSchuettler,DarrenSchuettler
25,451979newsML.txt,DarrenSchuettler,AaronPressman
26,452451newsML.txt,DarrenSchuettler,ToddNissen
27,455651newsML.txt,DarrenSchuettler,AaronPressman
28,45789newsML.txt,DarrenSchuettler,AlexanderSmith
29,459010newsML.txt,DarrenSchuettler,DarrenSchuettler
30,459922newsML.txt,DarrenSchuettler,DarrenSchuettler
31,469968newsML.txt,DarrenSchuettler,DarrenSchuettler
32,471511newsML.txt,DarrenSchuettler,DarrenSchuettler
33,471525newsML.txt,DarrenSchuettler,HeatherScoffield
34,481633newsML.txt,DarrenSchuettler,PatriciaCommins
35,482557newsML.txt,DarrenSchuettler,PatriciaCommins
36,48300newsML.txt,DarrenSchuettler,DarrenSchuettler
37,486842newsML.txt,DarrenSchuettler,LydiaZajc
38,488540newsML.txt,DarrenSchuettler,DarrenSchuettler
39,488986newsML.txt,DarrenSchuettler,DarrenSchuettler
40,499175newsML.txt,DarrenSchuettler,DavidLawder
41,502154newsML.txt,DarrenSchuettler,BradDorfman
42,508778newsML.txt,DarrenSchuettler,FumikoFujisaki
43,521312newsML.txt,DarrenSchuettler,DarrenSchuettler
44,523429newsML.txt,DarrenSchuettler,FumikoFujisaki
45,524128newsML.txt,DarrenSchuettler,AaronPressman
46,537438newsML.txt,DarrenSchuettler,TheresePoletti
47,540778newsML.txt,DarrenSchuettler,KirstinRidley
48,541508newsML.txt,DarrenSchuettler,DarrenSchuettler
49,54385newsML.txt,DarrenSchuettler,DarrenSchuettler
50,54386newsML.txt,DarrenSchuettler,DarrenSchuettler
51,549855newsML.txt,DarrenSchuettler,DarrenSchuettler
52,552118newsML.txt,DarrenSchuettler,DarrenSchuettler
53,553292newsML.txt,DarrenSchuettler,BenjaminKangLim
54,554793newsML.txt,DarrenSchuettler,DarrenSchuettler
55,555580newsML.txt,DarrenSchuettler,EdnaFernandes
56,557176newsML.txt,DarrenSchuettler,BenjaminKangLim
57,558717newsML.txt,DarrenSchuettler,DarrenSchuettler
58,559158newsML.txt,DarrenSchuettler,KeithWeir
59,560178newsML.txt,DarrenSchuettler,LydiaZajc
60,561091newsML.txt,DarrenSchuettler,DarrenSchuettler
61,561128newsML.txt,DarrenSchuettler,EdnaFernandes
62,561518newsML.txt,DarrenSchuettler,DarrenSchuettler
63,561535newsML.txt,DarrenSchuettler,AaronPressman
64,561555newsML.txt,DarrenSchuettler,GrahamEarnshaw
65,562335newsML.txt,DarrenSchuettler,DarrenSchuettler
66,183833newsML.txt,DavidLawder,AlexanderSmith
67,18717newsML.txt,DavidLawder,DavidLawder
68,193380newsML.txt,DavidLawder,DavidLawder
69,194855newsML.txt,DavidLawder,BradDorfman
70,195623newsML.txt,DavidLawder,JoeOrtiz
71,195624newsML.txt,DavidLawder,JoeOrtiz
72,201827newsML.txt,DavidLawder,AlanCrosby
73,202581newsML.txt,DavidLawder,GrahamEarnshaw
74,203662newsML.txt,DavidLawder,GrahamEarnshaw
75,204323newsML.txt,DavidLawder,JoWinterbottom
76,217962newsML.txt,DavidLawder,AlanCrosby
77,220677newsML.txt,DavidLawder,BenjaminKangLim
78,227505newsML.txt,DavidLawder,FumikoFujisaki
79,2287newsML.txt,DavidLawder,AaronPressman
80,234153newsML.txt,DavidLawder,DavidLawder
81,234761newsML.txt,DavidLawder,DavidLawder
82,236095newsML.txt,DavidLawder,EdnaFernandes
83,237047newsML.txt,DavidLawder,MarcelMichelson
84,237690newsML.txt,DavidLawder,BradDorfman
85,238265newsML.txt,DavidLawder,DavidLawder
86,24396newsML.txt,DavidLawder,BradDorfman
87,25092newsML.txt,DavidLawder,KevinDrawbaugh
88,267210newsML.txt,DavidLawder,KevinDrawbaugh
89,267732newsML.txt,DavidLawder,KevinDrawbaugh
90,27371newsML.txt,DavidLawder,AlanCrosby
91,285651newsML.txt,DavidLawder,DavidLawder
92,287113newsML.txt,DavidLawder,DavidLawder
93,287624newsML.txt,DavidLawder,DavidLawder
94,287844newsML.txt,DavidLawder,DavidLawder
95,288662newsML.txt,DavidLawder,DavidLawder
96,290135newsML.txt,DavidLawder,KarlPenhaul
97,290324newsML.txt,DavidLawder,DavidLawder
98,291225newsML.txt,DavidLawder,BernardHickey
99,292695newsML.txt,DavidLawder,EdnaFernandes
100,294544newsML.txt,DavidLawder,BernardHickey
101,301809newsML.txt,DavidLawder,AlanCrosby
102,305874newsML.txt,DavidLawder,GrahamEarnshaw
103,309803newsML.txt,DavidLawder,JoWinterbottom
104,314006newsML.txt,DavidLawder,AaronPressman
105,316966newsML.txt,DavidLawder,KouroshKarimkhany
106,317022newsML.txt,DavidLawder,DarrenSchuettler
107,321566newsML.txt,DavidLawder,AaronPressman
108,321597newsML.txt,DavidLawder,JoeOrtiz
109,322727newsML.txt,DavidLawder,KeithWeir
110,325690newsML.txt,DavidLawder,EricAuchard
111,32590newsML.txt,DavidLawder,EdnaFernandes
112,330994newsML.txt,DavidLawder,JoeOrtiz
113,33121newsML.txt,DavidLawder,AlexanderSmith
114,334855newsML.txt,DavidLawder,DarrenSchuettler
115,336711newsML.txt,DavidLawder,KeithWeir
116,232106newsML.txt,EdnaFernandes,BernardHickey
117,232139newsML.txt,EdnaFernandes,AaronPressman
118,232185newsML.txt,EdnaFernandes,AaronPressman
119,232587newsML.txt,EdnaFernandes,AaronPressman
120,237920newsML.txt,EdnaFernandes,EdnaFernandes
121,237949newsML.txt,EdnaFernandes,EdnaFernandes
122,239175newsML.txt,EdnaFernandes,AaronPressman
123,239177newsML.txt,EdnaFernandes,AaronPressman
124,239190newsML.txt,EdnaFernandes,AaronPressman
125,240426newsML.txt,EdnaFernandes,BernardHickey
126,240680newsML.txt,EdnaFernandes,AaronPressman
127,241063newsML.txt,EdnaFernandes,DarrenSchuettler
128,253043newsML.txt,EdnaFernandes,JoWinterbottom
129,254322newsML.txt,EdnaFernandes,EdnaFernandes
130,255765newsML.txt,EdnaFernandes,DarrenSchuettler
131,255821newsML.txt,EdnaFernandes,MatthewBunce
132,266476newsML.txt,EdnaFernandes,AlanCrosby
133,286508newsML.txt,EdnaFernandes,AaronPressman
134,290492newsML.txt,EdnaFernandes,EdnaFernandes
135,297212newsML.txt,EdnaFernandes,AaronPressman
136,298705newsML.txt,EdnaFernandes,EricAuchard
137,299970newsML.txt,EdnaFernandes,AlexanderSmith
138,303604newsML.txt,EdnaFernandes,BradDorfman
139,303705newsML.txt,EdnaFernandes,AlexanderSmith
140,308096newsML.txt,EdnaFernandes,EdnaFernandes
141,309658newsML.txt,EdnaFernandes,AaronPressman
142,309691newsML.txt,EdnaFernandes,AlanCrosby
143,31097newsML.txt,EdnaFernandes,AaronPressman
144,311197newsML.txt,EdnaFernandes,AlanCrosby
145,311202newsML.txt,EdnaFernandes,JanLopatka
146,312577newsML.txt,EdnaFernandes,DarrenSchuettler
147,313399newsML.txt,EdnaFernandes,AlanCrosby
148,314446newsML.txt,EdnaFernandes,EdnaFernandes
149,319311newsML.txt,EdnaFernandes,JaneMacartney
150,320924newsML.txt,EdnaFernandes,DarrenSchuettler
151,322428newsML.txt,EdnaFernandes,EdnaFernandes
152,327640newsML.txt,EdnaFernandes,EricAuchard
153,32950newsML.txt,EdnaFernandes,EdnaFernandes
154,331632newsML.txt,EdnaFernandes,GrahamEarnshaw
155,331647newsML.txt,EdnaFernandes,EdnaFernandes
156,337133newsML.txt,EdnaFernandes,JoWinterbottom
157,343315newsML.txt,EdnaFernandes,PierreTran
158,344955newsML.txt,EdnaFernandes,AlanCrosby
159,347916newsML.txt,EdnaFernandes,AlexanderSmith
160,351972newsML.txt,EdnaFernandes,EdnaFernandes
161,352437newsML.txt,EdnaFernandes,EdnaFernandes
162,352479newsML.txt,EdnaFernandes,BernardHickey
163,355041newsML.txt,EdnaFernandes,AaronPressman
164,358016newsML.txt,EdnaFernandes,EdnaFernandes
165,36015newsML.txt,EdnaFernandes,EricAuchard
166,314122newsML.txt,EricAuchard,BernardHickey
167,316916newsML.txt,EricAuchard,EricAuchard
168,320619newsML.txt,EricAuchard,BernardHickey
169,323831newsML.txt,EricAuchard,EricAuchard
170,326019newsML.txt,EricAuchard,KeithWeir
171,328845newsML.txt,EricAuchard,AlexanderSmith
172,330573newsML.txt,EricAuchard,EricAuchard
173,331353newsML.txt,EricAuchard,EricAuchard
174,331809newsML.txt,EricAuchard,DavidLawder
175,333922newsML.txt,EricAuchard,KevinDrawbaugh
176,337716newsML.txt,EricAuchard,EricAuchard
177,337934newsML.txt,EricAuchard,EricAuchard
178,353279newsML.txt,EricAuchard,EricAuchard
179,356361newsML.txt,EricAuchard,AaronPressman
180,365349newsML.txt,EricAuchard,AaronPressman
181,367137newsML.txt,EricAuchard,EricAuchard
182,367764newsML.txt,EricAuchard,AlanCrosby
183,374573newsML.txt,EricAuchard,BenjaminKangLim
184,382287newsML.txt,EricAuchard,KouroshKarimkhany
185,382538newsML.txt,EricAuchard,BradDorfman
186,403143newsML.txt,EricAuchard,JoWinterbottom
187,404458newsML.txt,EricAuchard,EricAuchard
188,406430newsML.txt,EricAuchard,JanLopatka
189,407529newsML.txt,EricAuchard,KevinDrawbaugh
190,408364newsML.txt,EricAuchard,BradDorfman
191,408417newsML.txt,EricAuchard,JohnMastrini
192,409470newsML.txt,EricAuchard,GrahamEarnshaw
193,412609newsML.txt,EricAuchard,AaronPressman
194,416785newsML.txt,EricAuchard,BernardHickey
195,418649newsML.txt,EricAuchard,BernardHickey
196,418918newsML.txt,EricAuchard,KirstinRidley
197,431230newsML.txt,EricAuchard,AaronPressman
198,456216newsML.txt,EricAuchard,EdnaFernandes
199,457017newsML.txt,EricAuchard,MureDickie
200,459981newsML.txt,EricAuchard,EdnaFernandes
201,465164newsML.txt,EricAuchard,HeatherScoffield
202,470368newsML.txt,EricAuchard,AaronPressman
203,482711newsML.txt,EricAuchard,DarrenSchuettler
204,483679newsML.txt,EricAuchard,BenjaminKangLim
205,515983newsML.txt,EricAuchard,EricAuchard
206,517487newsML.txt,EricAuchard,DarrenSchuettler
207,517645newsML.txt,EricAuchard,EricAuchard
208,523278newsML.txt,EricAuchard,AlexanderSmith
209,524749newsML.txt,EricAuchard,EricAuchard
210,525445newsML.txt,EricAuchard,EricAuchard
211,535691newsML.txt,EricAuchard,KouroshKarimkhany
212,539148newsML.txt,EricAuchard,JoWinterbottom
213,553647newsML.txt,EricAuchard,EricAuchard
214,556113newsML.txt,EricAuchard,DavidLawder
215,561840newsML.txt,EricAuchard,EricAuchard
216,409078newsML.txt,FumikoFujisaki,BradDorfman
217,416452newsML.txt,FumikoFujisaki,MatthewBunce
218,424005newsML.txt,FumikoFujisaki,BradDorfman
219,425242newsML.txt,FumikoFujisaki,AaronPressman
220,426619newsML.txt,FumikoFujisaki,FumikoFujisaki
221,426818newsML.txt,FumikoFujisaki,BradDorfman
222,430318newsML.txt,FumikoFujisaki,LynnleyBrowning
223,431490newsML.txt,FumikoFujisaki,FumikoFujisaki
224,434737newsML.txt,FumikoFujisaki,AaronPressman
225,434895newsML.txt,FumikoFujisaki,BernardHickey
226,439472newsML.txt,FumikoFujisaki,AaronPressman
227,444226newsML.txt,FumikoFujisaki,KeithWeir
228,444478newsML.txt,FumikoFujisaki,AaronPressman
229,451574newsML.txt,FumikoFujisaki,FumikoFujisaki
230,453008newsML.txt,FumikoFujisaki,AaronPressman
231,459301newsML.txt,FumikoFujisaki,FumikoFujisaki
232,461020newsML.txt,FumikoFujisaki,FumikoFujisaki
233,466046newsML.txt,FumikoFujisaki,KevinDrawbaugh
234,466072newsML.txt,FumikoFujisaki,EricAuchard
235,466141newsML.txt,FumikoFujisaki,EricAuchard
236,466152newsML.txt,FumikoFujisaki,KevinDrawbaugh
237,470830newsML.txt,FumikoFujisaki,JoWinterbottom
238,471889newsML.txt,FumikoFujisaki,AlexanderSmith
239,478879newsML.txt,FumikoFujisaki,AaronPressman
240,478956newsML.txt,FumikoFujisaki,FumikoFujisaki
241,480205newsML.txt,FumikoFujisaki,AaronPressman
242,480475newsML.txt,FumikoFujisaki,FumikoFujisaki
243,480704newsML.txt,FumikoFujisaki,FumikoFujisaki
244,481554newsML.txt,FumikoFujisaki,FumikoFujisaki
245,484440newsML.txt,FumikoFujisaki,FumikoFujisaki
246,498288newsML.txt,FumikoFujisaki,GrahamEarnshaw
247,501445newsML.txt,FumikoFujisaki,AaronPressman
248,523200newsML.txt,FumikoFujisaki,FumikoFujisaki
249,524689newsML.txt,FumikoFujisaki,BenjaminKangLim
250,527900newsML.txt,FumikoFujisaki,FumikoFujisaki
251,527978newsML.txt,FumikoFujisaki,BradDorfman
252,529679newsML.txt,FumikoFujisaki,BradDorfman
253,529934newsML.txt,FumikoFujisaki,BenjaminKangLim
254,535556newsML.txt,FumikoFujisaki,EricAuchard
255,535596newsML.txt,FumikoFujisaki,TimFarrand
256,539068newsML.txt,FumikoFujisaki,FumikoFujisaki
257,541159newsML.txt,FumikoFujisaki,JoeOrtiz
258,566173newsML.txt,FumikoFujisaki,AlexanderSmith
259,572232newsML.txt,FumikoFujisaki,BenjaminKangLim
